5,5,0,0,0,0,0,0,0,0,0,1,no
5,5,0,0,0,0,0,0,0,0,1,0,yes
1,1,0,0,0,0,0,0,0,0,0,0,no
1,1,0,0,0,0,0,0,0,0,0,0,no
4,4,1,1,0,0,0,0,0,0,2,1,no
4,4,1,1,0,0,0,0,0,0,1,2,yes
5,5,4,0,0,0,0,0,0,0,0,0,yes
5,5,0,4,0,0,0,0,0,0,0,0,no
2,4,0,0,1,1,0,1,0,0,1,2,no
4,2,0,0,1,1,1,0,0,0,2,1,yes
5,5,0,0,0,0,0,0,0,0,0,0,no
5,5,0,0,0,0,0,0,0,0,0,0,no
0,5,0,1,5,0,0,0,0,0,0,2,no
5,0,1,0,0,5,0,0,0,0,2,0,yes
4,3,1,1,1,1,0,0,0,0,1,0,yes
3,4,1,1,1,1,0,0,0,0,0,1,no
3,3,2,0,0,0,0,0,0,0,2,0,yes
3,3,0,2,0,0,0,0,0,0,0,2,no
0,3,0,0,1,2,0,0,0,0,2,0,no
3,0,0,0,2,1,0,0,0,0,0,2,yes
4,4,0,0,0,0,0,0,0,0,0,2,yes
4,4,0,0,0,0,0,0,0,0,2,0,no
3,3,0,0,0,0,0,0,0,0,2,1,no
3,3,0,0,0,0,0,0,0,0,1,2,yes
2,2,1,0,0,0,0,0,0,0,0,2,yes
2,2,0,1,0,0,0,0,0,0,2,0,no
4,2,0,0,1,0,0,0,0,0,1,2,yes
2,4,0,0,0,1,0,0,0,0,2,1,no
3,2,1,0,1,0,0,1,0,0,0,1,yes
2,3,0,1,0,1,1,0,0,0,1,0,no
4,4,2,0,0,0,0,0,0,0,0,0,yes
4,4,0,2,0,0,0,0,0,0,0,0,no
5,3,2,1,0,0,0,0,0,0,1,2,yes
3,5,1,2,0,0,0,0,0,0,2,1,no
1,1,0,0,0,0,0,0,0,0,1,0,yes
1,1,0,0,0,0,0,0,0,0,0,1,no
1,1,0,0,0,0,0,0,0,0,0,0,yes
1,1,0,0,0,0,0,0,0,0,0,0,no
1,1,0,0,0,0,0,0,0,0,2,0,no
1,1,0,0,0,0,0,0,0,0,0,2,yes
3,0,1,0,0,3,0,0,0,0,0,0,yes
0,3,0,1,3,0,0,0,0,0,0,0,no
1,5,1,2,0,0,0,0,0,1,0,0,no
5,1,2,1,0,0,0,0,1,0,0,0,yes
1,1,0,0,0,0,0,0,0,0,2,0,no
1,1,0,0,0,0,0,0,0,0,0,2,yes
1,1,0,0,0,0,0,0,0,0,1,0,no
1,1,0,0,0,0,0,0,0,0,0,1,yes
3,5,0,0,0,0,0,0,0,0,0,0,no
5,3,0,0,0,0,0,0,0,0,0,0,yes
5,0,0,0,0,5,0,0,0,0,1,2,yes
0,5,0,0,5,0,0,0,0,0,2,1,no
5,0,2,0,0,5,0,0,0,0,2,1,yes
0,5,0,2,5,0,0,0,0,0,1,2,no
5,5,0,3,0,0,0,0,0,0,0,0,no
5,5,3,0,0,0,0,0,0,0,0,0,yes
4,4,2,0,0,0,0,0,0,0,0,1,yes
4,4,0,2,0,0,0,0,0,0,1,0,no
2,4,0,0,1,1,0,0,0,0,0,2,no
4,2,0,0,1,1,0,0,0,0,2,0,yes
3,3,2,0,0,0,0,0,0,0,0,0,yes
3,3,0,2,0,0,0,0,0,0,0,0,no
4,5,1,1,0,0,0,0,0,0,0,2,no
5,4,1,1,0,0,0,0,0,0,2,0,yes
2,2,2,0,0,0,0,0,0,0,0,0,yes
2,2,0,2,0,0,0,0,0,0,0,0,no
5,0,0,0,0,5,0,0,0,0,0,0,yes
0,5,0,0,5,0,0,0,0,0,0,0,no
3,2,2,2,2,2,0,0,0,0,1,2,yes
2,3,2,2,2,2,0,0,0,0,2,1,no
2,2,0,0,0,0,0,0,0,0,2,0,no
2,2,0,0,0,0,0,0,0,0,0,2,yes
4,0,1,0,0,4,0,0,0,0,0,2,yes
0,4,0,1,4,0,0,0,0,0,2,0,no
2,2,0,0,0,0,0,0,0,0,2,1,no
2,2,0,0,0,0,0,0,0,0,1,2,yes
3,3,0,0,0,0,0,0,0,0,0,0,yes
3,3,0,0,0,0,0,0,0,0,0,0,no
0,1,0,0,1,0,0,0,0,0,0,0,no
1,0,0,0,0,1,0,0,0,0,0,0,yes
0,1,0,0,1,0,0,0,0,0,0,2,no
1,0,0,0,0,1,0,0,0,0,2,0,yes
2,5,0,0,0,0,0,0,0,0,1,2,no
5,2,0,0,0,0,0,0,0,0,2,1,yes
2,2,0,0,0,0,0,0,0,0,1,2,yes
2,2,0,0,0,0,0,0,0,0,2,1,no
3,2,0,0,2,0,0,0,2,2,0,0,yes
2,3,0,0,0,2,0,0,2,2,0,0,no
4,1,0,0,1,1,0,0,0,0,0,2,yes
1,4,0,0,1,1,0,0,0,0,2,0,no
5,5,0,0,0,0,0,0,0,0,2,0,no
5,5,0,0,0,0,0,0,0,0,0,2,yes
2,2,0,0,0,0,0,0,0,0,0,1,no
2,2,0,0,0,0,0,0,0,0,1,0,yes
4,0,1,0,0,4,0,0,0,0,0,0,yes
0,4,0,1,4,0,0,0,0,0,0,0,no
5,5,0,0,0,0,0,0,0,0,0,0,yes
5,5,0,0,0,0,0,0,0,0,0,0,no
3,3,0,3,0,0,0,0,0,0,2,0,no
3,3,3,0,0,0,0,0,0,0,0,2,yes
3,1,1,0,2,0,0,0,0,0,1,2,yes
1,3,0,1,0,2,0,0,0,0,2,1,no
0,3,0,1,3,0,0,0,0,0,0,2,no
3,0,1,0,0,3,0,0,0,0,2,0,yes
0,4,0,0,4,0,0,1,0,0,0,0,no
4,0,0,0,0,4,1,0,0,0,0,0,yes
4,4,0,1,0,0,0,0,0,0,0,0,no
4,4,1,0,0,0,0,0,0,0,0,0,yes
2,0,1,0,0,2,0,0,0,0,0,1,yes
0,2,0,1,2,0,0,0,0,0,1,0,no
4,4,4,0,0,0,0,0,0,0,0,0,yes
4,4,0,4,0,0,0,0,0,0,0,0,no
0,1,0,0,1,0,0,0,0,0,0,0,no
1,0,0,0,0,1,0,0,0,0,0,0,yes
1,1,0,0,0,0,0,0,0,0,1,2,yes
1,1,0,0,0,0,0,0,0,0,2,1,no
2,2,0,2,0,0,0,0,0,0,0,2,no
2,2,2,0,0,0,0,0,0,0,2,0,yes
1,3,0,1,0,0,0,0,0,0,1,0,no
3,1,1,0,0,0,0,0,0,0,0,1,yes
2,2,0,0,0,0,0,0,0,0,2,0,no
2,2,0,0,0,0,0,0,0,0,0,2,yes
3,3,0,0,0,0,0,0,0,0,0,0,yes
3,3,0,0,0,0,0,0,0,0,0,0,no
1,1,0,0,0,0,0,0,0,0,0,0,yes
1,1,0,0,0,0,0,0,0,0,0,0,no
5,3,1,0,0,0,0,0,0,0,0,0,yes
3,5,0,1,0,0,0,0,0,0,0,0,no
1,1,0,0,0,0,0,0,0,0,1,2,yes
1,1,0,0,0,0,0,0,0,0,2,1,no
1,1,0,0,0,0,0,0,0,0,0,2,yes
1,1,0,0,0,0,0,0,0,0,2,0,no
2,5,0,0,0,0,0,0,0,0,2,0,no
5,2,0,0,0,0,0,0,0,0,0,2,yes
2,2,0,0,0,0,0,0,0,0,0,0,yes
2,2,0,0,0,0,0,0,0,0,0,0,no
3,1,0,0,0,0,0,0,0,0,0,0,yes
1,3,0,0,0,0,0,0,0,0,0,0,no
2,2,0,0,0,0,0,0,0,0,0,0,yes
2,2,0,0,0,0,0,0,0,0,0,0,no
2,2,0,0,0,0,0,0,0,0,1,2,yes
2,2,0,0,0,0,0,0,0,0,2,1,no
5,5,0,0,0,0,0,0,0,0,0,2,yes
5,5,0,0,0,0,0,0,0,0,2,0,no
5,5,0,0,0,0,0,0,0,0,0,0,yes
5,5,0,0,0,0,0,0,0,0,0,0,no
4,3,2,1,1,1,0,0,1,1,0,0,yes
3,4,1,2,1,1,0,0,1,1,0,0,no
3,5,0,0,0,0,1,1,1,1,2,0,no
5,3,0,0,0,0,1,1,1,1,0,2,yes
3,0,0,0,0,3,0,0,1,0,0,0,yes
0,3,0,0,3,0,0,0,0,1,0,0,no
4,3,1,0,1,0,0,0,0,0,2,1,no
3,4,0,1,0,1,0,0,0,0,1,2,yes
0,1,0,0,1,0,0,0,0,0,0,0,no
1,0,0,0,0,1,0,0,0,0,0,0,yes
2,2,0,0,0,0,0,0,0,0,1,2,yes
2,2,0,0,0,0,0,0,0,0,2,1,no
4,4,0,0,0,0,0,0,0,0,0,0,yes
4,4,0,0,0,0,0,0,0,0,0,0,no
5,5,1,1,0,0,0,0,0,0,0,2,yes
5,5,1,1,0,0,0,0,0,0,2,0,no
3,5,1,1,0,0,0,0,0,0,0,2,yes
5,3,1,1,0,0,0,0,0,0,2,0,no
5,5,1,0,0,0,0,0,0,0,1,2,yes
5,5,0,1,0,0,0,0,0,0,2,1,no
0,3,0,0,3,0,0,0,0,0,2,1,no
3,0,0,0,0,3,0,0,0,0,1,2,yes
3,3,0,0,0,0,0,0,0,0,2,0,no
3,3,0,0,0,0,0,0,0,0,0,2,yes
2,0,0,0,0,2,0,0,0,0,0,0,yes
0,2,0,0,2,0,0,0,0,0,0,0,no
5,5,0,0,0,0,0,0,0,0,0,1,no
5,5,0,0,0,0,0,0,0,0,1,0,yes
1,1,0,0,0,0,0,0,0,0,0,0,yes
1,1,0,0,0,0,0,0,0,0,0,0,no
0,3,0,1,3,0,0,0,0,0,0,0,no
3,0,1,0,0,3,0,0,0,0,0,0,yes
4,3,1,1,1,0,1,1,0,0,0,0,yes
3,4,1,1,0,1,1,1,0,0,0,0,no
4,4,0,2,0,0,0,0,0,0,0,0,no
4,4,2,0,0,0,0,0,0,0,0,0,yes
5,5,2,2,0,0,0,0,0,0,1,2,yes
5,5,2,2,0,0,0,0,0,0,2,1,no
4,4,0,0,0,1,0,0,0,0,0,0,no
4,4,0,0,1,0,0,0,0,0,0,0,yes
5,1,3,0,0,0,0,0,0,0,0,0,yes
1,5,0,3,0,0,0,0,0,0,0,0,no
0,3,0,0,3,0,0,0,0,0,0,0,no
3,0,0,0,0,3,0,0,0,0,0,0,yes
4,4,0,4,0,0,0,0,0,0,1,0,no
4,4,4,0,0,0,0,0,0,0,0,1,yes
2,2,0,0,0,0,0,0,0,0,0,2,yes
2,2,0,0,0,0,0,0,0,0,2,0,no
4,4,0,0,0,0,0,0,0,0,0,0,yes
4,4,0,0,0,0,0,0,0,0,0,0,no
3,3,0,2,0,0,0,0,0,0,1,0,no
3,3,2,0,0,0,0,0,0,0,0,1,yes
2,2,1,0,0,0,0,0,0,0,0,0,yes
2,2,0,1,0,0,0,0,0,0,0,0,no